2168.790039,2182.870117,2168.790039,2182.870117,3663070000,1
2163.51001,2168.189941,2159.070068,2164.25,3709200000,1
2156.810059,2163.790039,2152.560059,2163.790039,3786530000,0
2169.939941,2170.199951,2147.580078,2157.030029,3848750000,0
2173.149902,2178.290039,2166.209961,2170.840088,3505990000,1
2168.830078,2177.090088,2163.48999,2173.600098,4038840000,1
2166.050049,2172.850098,2159.73999,2170.060059,3664240000,0
2169.810059,2174.97998,2159.070068,2166.580078,3995500000,1
2168.969971,2173.540039,2160.179932,2169.179932,3442350000,0
2173.709961,2173.709961,2161.949951,2168.47998,3057240000,1
2166.469971,2175.110107,2163.23999,2175.030029,3023280000,0
2172.909912,2174.560059,2159.75,2165.169922,3438900000,1
2166.100098,2175.629883,2164.889893,2173.02002,3211860000,0
2163.790039,2164.629883,2159.01001,2163.780029,2968340000,1
2162.040039,2168.350098,2159.629883,2166.889893,3009310000,0
2165.129883,2169.050049,2155.790039,2161.73999,3122600000,1
2157.879883,2168.98999,2157.879883,2163.75,3465610000,0
2153.810059,2156.449951,2146.209961,2152.429932,3502320000,1
2139.5,2155.399902,2139.5,2152.139893,4097820000,1
2131.719971,2143.159912,2131.719971,2137.159912,3253340000,1
2106.969971,2131.709961,2106.969971,2129.899902,3607500000,0
2100.419922,2109.080078,2089.389893,2097.899902,3604550000,1
2084.429932,2100.719971,2074.02002,2099.72998,3909380000,0
2095.050049,2095.050049,2080.860107,2088.550049,3658380000,1
2099.340088,2108.709961,2097.899902,2102.949951,3458890000,1
2073.169922,2098.939941,2070,2098.860107,4622820000,1
2042.689941,2073.129883,2042.689941,2070.77002,4241740000,1
2006.670044,2036.089966,2006.670044,2036.089966,4385810000,0
2031.449951,2031.449951,1991.680054,2000.540039,5431220000,0
2103.810059,2103.810059,2032.569946,2037.410034,7597449600,1
2092.800049,2113.320068,2092.800049,2113.320068,3297940000,0
2089.75,2099.709961,2084.360107,2085.449951,3168160000,1
2085.189941,2093.659912,2083.02002,2088.899902,3232880000,1
2075.580078,2100.659912,2075.580078,2083.25,3467440000,0
2078.199951,2078.199951,2062.840088,2071.219971,4952630000,1
2066.360107,2079.620117,2050.370117,2077.98999,3628280000,0
2077.600098,2085.649902,2069.800049,2071.5,3544720000,0
2076.649902,2081.300049,2064.100098,2075.320068,3759770000,0
2091.75,2098.120117,2078.459961,2079.060059,3392030000,0
2109.570068,2109.570068,2089.959961,2096.070068,3515010000,0
2115.649902,2117.639893,2107.72998,2115.47998,3290320000,1
2112.709961,2120.550049,2112.709961,2119.120117,3562060000,1
2110.179932,2119.219971,2110.179932,2112.129883,3534730000,1
2100.830078,2113.360107,2100.830078,2109.409912,3442020000,0
2104.070068,2104.070068,2085.360107,2099.129883,3627780000,1
2097.709961,2105.26001,2088.590088,2105.26001,3632720000,1
2093.939941,2100.969971,2085.100098,2099.330078,3525170000,0
2100.129883,2103.47998,2088.659912,2096.949951,4514410000,1
2090.060059,2099.060059,2090.060059,2099.060059,3079150000,0
2091.439941,2094.300049,2087.080078,2090.100098,3230990000,1
2078.929932,2094.72998,2078.929932,2090.540039,3859160000,1
2052.649902,2079.669922,2052.649902,2076.060059,3627340000,0
2052.22998,2055.580078,2047.26001,2048.040039,3055480000,1
2041.880005,2058.350098,2041.880005,2052.320068,3507650000,0
2044.209961,2044.209961,2025.910034,2040.040039,3846770000,1
2044.380005,2060.610107,2034.48999,2047.630005,4101320000,0
2065.040039,2065.689941,2040.819946,2047.209961,4108960000,1
2046.530029,2071.879883,2046.530029,2066.659912,3501360000,0
2062.5,2066.790039,2043.130005,2046.609985,3579880000,0
2067.169922,2073.98999,2053.129883,2064.110107,3782390000,0
2083.290039,2083.290039,2064.459961,2064.459961,3821980000,1
2062.629883,2084.870117,2062.629883,2084.389893,3600200000,1
2057.550049,2064.149902,2054.310059,2058.689941,3788620000,1
2047.77002,2057.719971,2039.449951,2057.139893,3796350000,0
2052.949951,2060.22998,2045.77002,2050.629883,4008530000,0
2060.300049,2060.300049,2045.550049,2051.120117,4058560000,0
2077.179932,2077.179932,2054.889893,2063.370117,4173390000,1
2067.169922,2083.419922,2066.110107,2081.429932,3841110000,0
2071.820068,2073.850098,2052.280029,2065.300049,4704720000,0
2090.929932,2099.300049,2071.620117,2075.810059,4309840000,1
2092.330078,2099.889893,2082.310059,2095.149902,4100110000,1
2089.840088,2096.870117,2085.800049,2091.699951,3557190000,0
2089.370117,2089.370117,2077.52002,2087.790039,3319740000,1
2091.48999,2094.320068,2081.199951,2091.580078,3790580000,0
2102.090088,2103.780029,2088.52002,2091.47998,4175290000,1
2101.52002,2111.050049,2096.320068,2102.399902,4184880000,1
2096.050049,2104.050049,2091.679932,2100.800049,3896830000,1
2078.830078,2094.659912,2073.649902,2094.340088,3316880000,0
